userId,작성일,평균기온(°C),옷 조합,온도
2,2022-10-13,16.3,"레더부츠, 면바지, 반팔 티, 액세서리 없음, 재킷","[15, 20)"
2,2022-10-12,13.5,"긴팔 티, 데님팬츠, 맨투맨, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[10, 15)"
2,2022-10-09,13.1,"데님팬츠, 레더부츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[10, 15)"
2,2022-10-08,15.8,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 점퍼, 집업","[15, 20)"
2,2022-10-08,15.8,"레더부츠, 면바지, 반팔 티, 셔츠/블라우스, 액세서리 없음, 재킷","[15, 20)"
2,2022-10-04,17.9,"데님팬츠, 바람막이, 반팔 티, 액세서리 없음, 운동화","[15, 20)"
2,2022-08-26,23.8,"구두/로퍼, 기타 모자, 데님팬츠, 마스크, 반팔 티, 아우터 없음","[20, 25)"
2,2022-08-26,23.8,"기타 모자, 반바지, 반팔 티, 아우터 없음, 운동화","[20, 25)"
3,2024-04-30,18.6,"기타 모자, 데님팬츠, 반팔, 셔츠/블라우스, 스니커즈/캔버스","[15, 20)"
3,2024-04-29,20.9,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2024-04-27,18.2,"데님팬츠, 반팔 티, 비니, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2024-04-25,14.4,"기타 모자, 데님팬츠, 반팔 티, 아우터 없음, 운동화","[10, 15)"
3,2024-04-24,13.2,"가디건, 데님팬츠, 반팔 티, 스니커즈/캔버스, 액세서리 없음","[10, 15)"
3,2024-04-23,17.3,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2024-04-22,18.8,"면바지, 반팔 니트, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2024-04-21,17.2,"기타 모자, 긴팔 티, 반바지, 스니커즈/캔버스, 아우터 없음, 장목양말","[15, 20)"
3,2024-04-20,14.9,"구두/로퍼, 데님팬츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2024-04-19,17.6,"데님팬츠, 반팔 티, 비니, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2024-04-18,17.3,"구두/로퍼, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2024-04-17,15.0,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2024-04-16,13.3,"니트, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2024-04-15,16.0,"기타 모자, 맨투맨, 면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2024-04-14,20.8,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 집업","[20, 25)"
3,2024-04-13,19.1,"구두/로퍼, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2024-04-12,17.2,"면바지, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[15, 20)"
3,2024-04-11,15.5,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 재킷","[15, 20)"
3,2024-04-10,13.8,"데님팬츠, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[10, 15)"
3,2024-04-09,15.3,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2024-04-08,16.2,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 후드티","[15, 20)"
3,2024-04-07,14.8,"데님팬츠, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[10, 15)"
3,2024-04-06,12.7,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 집업","[10, 15)"
3,2024-04-05,14.0,"기타 모자, 데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 재킷","[10, 15)"
3,2024-04-04,15.5,"면바지, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[15, 20)"
3,2024-04-01,12.2,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2024-03-31,10.6,"기타 모자, 데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음","[10, 15)"
3,2024-03-31,10.6,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 재킷, 집업","[10, 15)"
3,2024-03-28,10.3,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2024-03-25,10.6,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 액세서리 없음, 점퍼","[10, 15)"
3,2024-03-22,10.4,"니트, 데님팬츠, 레더부츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2024-03-20,4.4,"맨투맨, 반팔 티, 비니, 스니커즈/캔버스, 아우터 없음, 카고바지","[0, 5)"
3,2024-03-18,7.1,"구두/로퍼, 니트, 면바지, 반팔 티, 액세서리 없음, 재킷","[5, 10)"
3,2024-03-17,8.8,"구두/로퍼, 데님팬츠, 맨투맨, 반팔 티, 아우터 없음, 액세서리 없음","[5, 10)"
3,2024-03-13,6.5,"긴팔 티, 데님팬츠, 바람막이, 스니커즈/캔버스, 액세서리 없음","[5, 10)"
3,2024-03-11,6.2,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음, 후드티","[5, 10)"
3,2024-03-08,2.1,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[0, 5)"
3,2024-03-06,6.2,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 재킷","[5, 10)"
3,2024-03-04,5.4,"데님팬츠, 레더부츠, 반팔 티, 셔츠/블라우스, 액세서리 없음, 재킷","[5, 10)"
3,2024-03-04,5.4,"긴팔 티, 데님팬츠, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[5, 10)"
3,2024-02-25,2.8,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 재킷","[0, 5)"
3,2024-02-23,1.8,"가디건, 긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음","[0, 5)"
3,2024-02-21,1.9,"가디건, 긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음","[0, 5)"
3,2024-02-19,9.1,"긴팔 티, 데님팬츠, 바람막이, 비니, 스니커즈/캔버스","[5, 10)"
3,2024-02-16,2.3,"긴팔 티, 레더부츠, 액세서리 없음, 집업, 트레이닝/조거 팬츠, 패딩","[0, 5)"
3,2024-02-12,3.5,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 재킷","[0, 5)"
3,2024-02-08,0.6,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 재킷","[0, 5)"
3,2024-02-07,0.6,"구두/로퍼, 긴팔 티, 데님팬츠, 액세서리 없음, 재킷","[0, 5)"
3,2024-02-04,7.3,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[5, 10)"
3,2024-02-02,3.1,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[0, 5)"
3,2024-01-31,4.7,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[0, 5)"
3,2024-01-29,-0.4,"구두/로퍼, 긴팔 티, 니트, 면바지, 액세서리 없음, 코트","[-5, 0)"
3,2024-01-26,-1.7,"구두/로퍼, 니트, 반팔 티, 액세서리 없음, 트레이닝/조거 팬츠, 패딩","[-5, 0)"
3,2024-01-24,-8.0,"구두/로퍼, 긴팔 티, 데님팬츠, 머플러, 패딩","[-10, -5)"
3,2024-01-19,5.4,"맨투맨, 반팔 티, 액세서리 없음, 운동화, 코트, 트레이닝/조거 팬츠","[5, 10)"
3,2024-01-17,0.6,"맨투맨, 스니커즈/캔버스, 장목양말, 트레이닝/조거 팬츠, 패딩","[0, 5)"
3,2024-01-15,-3.7,"니트, 레더부츠, 면바지, 반팔 티, 액세서리 없음, 코트","[-5, 0)"
3,2024-01-09,-0.6,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 액세서리 없음, 코트","[-5, 0)"
3,2024-01-08,-4.7,"구두/로퍼, 긴팔 티, 데님팬츠, 액세서리 없음, 집업, 패딩","[-5, 0)"
3,2024-01-06,0.7,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 코트","[0, 5)"
3,2024-01-05,5.0,"반팔 티, 운동화, 장목양말, 코트, 트레이닝/조거 팬츠, 후드티","[5, 10)"
3,2024-01-03,1.8,"맨투맨, 스니커즈/캔버스, 액세서리 없음, 트레이닝/조거 팬츠, 패딩","[0, 5)"
3,2024-01-02,2.9,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 집업","[0, 5)"
3,2023-12-31,2.1,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 코트","[0, 5)"
3,2023-12-29,1.3,"니트, 면바지, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 코트","[0, 5)"
3,2023-12-23,-6.8,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 액세서리 없음, 코트","[-10, -5)"
3,2023-12-22,-11.6,"데님팬츠, 맨투맨, 스니커즈/캔버스, 액세서리 없음, 점퍼, 후드티",
3,2023-12-21,-11.7,"데님팬츠, 맨투맨, 스니커즈/캔버스, 액세서리 없음, 패딩",
3,2023-12-20,-7.4,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 집업, 코트","[-10, -5)"
3,2023-12-18,-7.7,"니트, 머플러, 면바지, 반팔 티, 스니커즈/캔버스, 코트","[-10, -5)"
3,2023-12-17,-9.8,"가디건, 구두/로퍼, 니트, 데님팬츠, 머플러, 반팔 티, 코트","[-10, -5)"
3,2023-12-15,4.9,"데님팬츠, 맨투맨, 머플러, 스니커즈/캔버스, 패딩","[0, 5)"
3,2023-12-14,7.6,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 액세서리 없음, 집업","[5, 10)"
3,2023-12-13,6.8,"구두/로퍼, 긴팔 티, 니트, 데님팬츠, 액세서리 없음, 패딩조끼","[5, 10)"
3,2023-12-11,8.9,"맨투맨, 반팔 티, 액세서리 없음, 운동화, 점퍼, 카고바지","[5, 10)"
3,2023-12-08,11.2,"긴팔 티, 맨투맨, 면바지, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2023-11-26,4.0,"긴팔 티, 데님팬츠, 머플러, 스니커즈/캔버스, 코트","[0, 5)"
3,2023-11-25,-1.3,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 액세서리 없음, 패딩","[-5, 0)"
3,2023-11-24,-1.5,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 코트","[-5, 0)"
3,2023-11-22,9.5,"데님팬츠, 머플러, 스니커즈/캔버스, 코트, 후드티","[5, 10)"
3,2023-11-21,7.4,"면바지, 스니커즈/캔버스, 액세서리 없음, 점퍼, 후드티","[5, 10)"
3,2023-11-20,6.2,"구두/로퍼, 액세서리 없음, 코트, 트레이닝/조거 팬츠, 후드티","[5, 10)"
3,2023-11-18,0.6,"긴팔 티, 스니커즈/캔버스, 액세서리 없음, 점퍼, 트레이닝/조거 팬츠, 패딩조끼","[0, 5)"
3,2023-11-17,1.6,"긴팔 티, 니트, 스니커즈/캔버스, 아우터 없음, 액세서리 없음, 트레이닝/조거 팬츠","[0, 5)"
3,2023-11-17,1.6,"니트 , 니트 , 데님팬츠, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[0, 5)"
3,2023-11-16,6.6,"구두/로퍼, 긴팔 티, 니트, 데님팬츠, 아우터 없음, 액세서리 없음","[5, 10)"
3,2023-11-15,7.0,"데님팬츠, 맨투맨, 스니커즈/캔버스, 액세서리 없음, 패딩","[5, 10)"
3,2023-11-15,7.0,"니트, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷, 트레이닝/조거 팬츠","[5, 10)"
3,2023-11-14,5.0,"기타 모자, 니트, 반팔 티, 운동화, 집업, 트레이닝/조거 팬츠","[5, 10)"
3,2023-11-13,2.0,"긴팔 티, 데님팬츠, 레더부츠, 머플러, 코트","[0, 5)"
3,2023-11-11,1.7,"구두/로퍼, 니트, 면바지, 반팔 티, 아우터 없음, 액세서리 없음","[0, 5)"
3,2023-11-10,3.4,"구두/로퍼, 데님팬츠, 맨투맨, 반팔 티, 아우터 없음, 액세서리 없음","[0, 5)"
3,2023-11-09,11.4,"니트, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음, 카고바지","[10, 15)"
3,2023-11-08,8.4,"맨투맨, 면바지, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[5, 10)"
3,2023-11-07,5.8,"니트, 면바지, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[5, 10)"
3,2023-11-06,13.3,"가디건, 데님팬츠, 반팔 티, 스니커즈/캔버스, 액세서리 없음","[10, 15)"
3,2023-11-06,13.3,"데님팬츠, 레더부츠, 반팔 티, 액세서리 없음, 재킷","[10, 15)"
3,2023-11-03,19.5,"구두/로퍼, 데님팬츠, 반팔 티, 액세서리 없음, 재킷","[15, 20)"
3,2023-11-02,20.8,"기타 모자, 데님팬츠, 스니커즈/캔버스, 패딩조끼, 후드티","[20, 25)"
3,2023-11-01,19.0,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-31,16.5,"맨투맨, 면바지, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-30,15.1,"니트, 데님팬츠, 머플러, 반팔 티, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2023-10-28,14.2,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[10, 15)"
3,2023-10-27,15.7,"구두/로퍼, 데님팬츠, 반팔 티, 액세서리 없음, 집업","[15, 20)"
3,2023-10-26,17.2,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 액세서리 없음, 재킷","[15, 20)"
3,2023-10-25,16.6,"데님팬츠, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[15, 20)"
3,2023-10-24,15.6,"기타 모자, 데님팬츠, 반팔 티, 스니커즈/캔버스, 패딩조끼, 후드티","[15, 20)"
3,2023-10-23,15.2,"구두/로퍼, 데님팬츠, 맨투맨, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-22,12.5,"맨투맨, 반팔 티, 아우터 없음, 액세서리 없음, 운동화, 카고바지","[10, 15)"
3,2023-10-19,17.0,"니트, 반팔 티, 아우터 없음, 액세서리 없음, 운동화, 트레이닝/조거 팬츠","[15, 20)"
3,2023-10-19,17.0,"긴팔 티, 데님팬츠, 액세서리 없음, 운동화, 집업","[15, 20)"
3,2023-10-19,17.0,"니트, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-16,14.7,"구두/로퍼, 긴팔 티, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[10, 15)"
3,2023-10-16,14.7,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음, 후드티","[10, 15)"
3,2023-10-13,17.5,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-13,17.5,"구두/로퍼, 맨투맨, 면바지, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-12,17.5,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-11,17.6,"맨투맨, 반팔 티, 아우터 없음, 액세서리 없음, 운동화, 트레이닝/조거 팬츠","[15, 20)"
3,2023-10-10,17.1,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-09,17.4,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-08,17.1,"기타 모자, 데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음","[15, 20)"
3,2023-10-08,17.1,"맨투맨, 면바지, 반팔 티, 아우터 없음, 액세서리 없음, 운동화","[15, 20)"
3,2023-10-06,15.5,"데님팬츠, 레더부츠, 반팔 티, 액세서리 없음, 재킷","[15, 20)"
3,2023-10-05,14.2,"구두/로퍼, 니트, 데님팬츠, 반팔 티, 액세서리 없음, 재킷","[10, 15)"
3,2023-10-03,17.5,"구두/로퍼, 니트, 반바지, 반팔 티, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-02,18.2,"니트, 면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-10-01,18.4,"데님팬츠, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[15, 20)"
3,2023-09-30,19.7,"니트, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[15, 20)"
3,2023-09-28,22.7,"면바지, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-09-27,21.5,"니트, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-09-26,19.9,"니트, 반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[15, 20)"
3,2023-09-25,21.6,"구두/로퍼, 데님팬츠, 반팔 티, 액세서리 없음, 재킷","[20, 25)"
3,2023-09-22,20.5,"데님팬츠, 맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-09-21,20.1,"구두/로퍼, 기타 모자, 긴팔 티, 반바지, 장목양말, 재킷","[20, 25)"
3,2023-09-20,20.6,"니트, 데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-09-19,24.1,"구두/로퍼, 반바지, 아우터 없음, 액세서리 없음, 후드티","[20, 25)"
3,2023-09-18,24.7,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-09-16,23.9,"가디건, 면바지, 반팔 티, 스니커즈/캔버스, 액세서리 없음","[20, 25)"
3,2023-09-15,22.3,"구두/로퍼, 긴팔 티, 반바지, 아우터 없음, 장목양말","[20, 25)"
3,2023-09-14,23.4,"니트, 데님팬츠, 레더부츠, 반팔 티, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-09-13,22.1,"면바지, 반팔 티, 스니커즈/캔버스, 액세서리 없음, 재킷","[20, 25)"
3,2023-09-12,25.7,"구두/로퍼, 면바지, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-09-12,25.7,"데님팬츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음, 운동화","[25, 30)"
3,2023-09-09,25.8,"맨투맨, 반팔 티, 비니, 스니커즈/캔버스, 아우터 없음, 트레이닝/조거 팬츠","[25, 30)"
3,2023-09-09,25.8,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-09-07,26.3,"구두/로퍼, 반바지, 반팔 티, 셔츠/블라우스, 아우터 없음, 장목양말","[25, 30)"
3,2023-09-06,27.9,"맨투맨, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음, 트레이닝/조거 팬츠","[25, 30)"
3,2023-09-05,28.5,"구두/로퍼, 데님팬츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-09-04,27.0,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-09-02,25.4,"기타 모자, 바람막이, 반바지, 반팔 티, 운동화, 장목양말","[25, 30)"
3,2023-09-01,24.5,"반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-08-31,23.9,"반바지, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-08-30,22.8,"반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[20, 25)"
3,2023-08-29,23.9,"반바지, 반팔 셔츠/블라우스, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[20, 25)"
3,2023-08-29,23.9,"구두/로퍼, 반바지, 반팔 티, 장목양말, 재킷","[20, 25)"
3,2023-08-28,22.7,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-08-27,26.1,"구두/로퍼, 반바지, 반팔 티, 셔츠/블라우스, 아우터 없음, 장목양말","[25, 30)"
3,2023-08-25,26.5,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-24,25.1,"긴팔 티, 데님팬츠, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-23,24.8,"구두/로퍼, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-08-22,27.6,"반바지, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-21,29.5,"구두/로퍼, 면바지, 반팔 셔츠/블라우스, 반팔 티, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-19,29.1,"면바지, 반팔 셔츠/블라우스, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-19,29.1,"구두/로퍼, 반바지, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-17,28.2,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-16,27.3,"반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[25, 30)"
3,2023-08-16,27.3,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-14,28.1,"데님팬츠, 반팔 티, 셔츠/블라우스, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-11,23.5,"데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음, 운동화","[20, 25)"
3,2023-08-10,22.2,"맨투맨, 반바지, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-08-09,28.3,"기타 모자, 반바지, 반팔 셔츠/블라우스, 반팔 티, 샌들/슬리퍼, 아우터 없음","[25, 30)"
3,2023-08-08,30.9,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[30, 35)"
3,2023-08-07,30.4,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[30, 35)"
3,2023-08-04,30.0,"면바지, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[30, 35)"
3,2023-08-03,29.5,"긴팔 티, 반바지, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-08-01,29.9,"반바지, 반팔 티, 아우터 없음, 운동화, 장목양말","[25, 30)"
3,2023-07-31,28.7,"데님팬츠, 반팔 셔츠/블라우스, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-28,29.5,"데님팬츠, 반팔 티, 셔츠/블라우스, 아우터 없음, 액세서리 없음, 운동화","[25, 30)"
3,2023-07-27,28.4,"데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음, 운동화","[25, 30)"
3,2023-07-26,27.6,"기타 모자, 반바지, 반팔 티, 샌들/슬리퍼, 아우터 없음","[25, 30)"
3,2023-07-25,27.8,"구두/로퍼, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-24,26.9,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-21,29.5,"구두/로퍼, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-20,27.9,"데님팬츠, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-19,27.2,"반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[25, 30)"
3,2023-07-18,25.2,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-17,25.5,"반바지, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-14,24.6,"반바지, 반팔 티, 아우터 없음, 운동화, 장목양말","[20, 25)"
3,2023-07-13,25.2,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-12,25.8,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-11,23.5,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-07-10,26.3,"반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[25, 30)"
3,2023-07-07,26.7,"반바지, 반팔 티, 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-06,27.3,"구두/로퍼, 데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-05,24.5,"데님팬츠, 반팔 티, 아우터 없음, 액세서리 없음, 운동화","[20, 25)"
3,2023-07-04,26.1,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-07-03,29.1,"반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[25, 30)"
3,2023-07-01,27.7,"데님팬츠, 반팔 티 , 반팔 티 , 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-06-30,25.3,"구두/로퍼, 반바지, 반팔 티, 셔츠/블라우스, 아우터 없음, 장목양말","[25, 30)"
3,2023-06-29,24.2,"기타 모자, 반팔 티, 샌들/슬리퍼, 아우터 없음, 트레이닝/조거 팬츠","[20, 25)"
3,2023-06-28,26.5,"면바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-06-27,25.3,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-06-26,24.2,"면바지, 반팔 티 , 반팔 티 , 샌들/슬리퍼, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-06-25,28.2,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[25, 30)"
3,2023-06-23,24.4,"데님팬츠, 반팔 티, 스니커즈/캔버스, 아우터 없음, 액세서리 없음","[20, 25)"
3,2023-06-22,22.5,"긴팔 티, 반바지, 반팔 티, 스니커즈/캔버스, 아우터 없음, 장목양말","[20, 25)"
